0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0
-0.125059	0.282319	0.384113	0.619640
1.806906	1.091392	1.261185	0.692522
0.367082	-0.245581	1.083755	0.882138
0.023515	-0.077696	-0.024784	0.344028
0.787994	-0.112611	0.638886	-0.292032
1.229267	0.817071	0.592337	1.493643
0.235723	-0.550770	0.543818	0.512823
0.667695	1.449933	0.614396	1.053589
0.761886	0.922956	1.053639	0.712177
0.807364	0.121075	0.407302	0.656451
-0.019042	0.488907	0.500860	0.208892
0.390802	1.515255	1.980153	0.839539
0.061113	0.010824	0.182071	0.136896
0.510907	0.372605	0.292428	0.287512
1.284362	1.218477	0.127643	0.799770
0.665880	0.523504	0.350080	0.229634
0.010289	-0.833146	-0.186903	-0.038026
0.662097	0.214908	1.338818	0.612311
1.399157	0.447869	1.136248	0.530809
0.745690	0.496443	0.387851	0.098090
0.622123	-0.204147	0.111225	-0.207799
1.282159	1.343006	1.574303	0.977074
0.803240	0.712137	1.589544	0.652206
1.105034	1.176293	0.344127	1.429006
0.820810	1.441844	0.591178	0.252498
0.630314	0.376327	0.934611	0.454222
-0.097559	0.311171	0.060385	-0.127704
1.007024	0.381658	1.659782	1.243324
0.454566	0.560238	0.642056	1.210241
0.242002	1.370661	1.405309	1.022913
0.254974	-0.417315	-0.100446	-0.218566
0.449335	0.446853	0.253586	0.421961
0.648141	0.787285	0.011450	0.315380
0.520823	0.586789	0.141574	-0.603250
0.455111	1.071426	0.168359	0.000419
-0.230140	0.519285	0.515643	-0.233227
0.444323	0.489482	1.508586	0.424968
0.996793	0.492701	0.757937	0.873634
-0.346190	0.278798	-0.337530	0.034978
0.657541	0.607143	0.610951	1.712257
0.045418	0.334444	0.143133	-0.593863
0.085536	0.868939	0.973613	0.730656
0.589447	0.208869	1.408002	0.606255
-0.463940	0.620158	0.049582	0.841821
0.227133	0.228307	-0.153700	-0.390175
0.423443	-0.370865	0.695621	-0.265496
0.655227	1.143307	0.501160	0.960134
0.866779	0.135733	1.183249	2.391147
1.892813	1.132454	1.030454	1.655073
0.101182	0.919712	0.680137	0.574499
-0.308188	0.105904	0.263882	0.370261
1.608391	0.693293	0.928113	0.413934
-0.294526	0.407106	0.387993	-0.034521
0.603233	1.350618	1.175523	1.657767
0.303280	-0.326233	-0.061993	-0.072805
-0.537202	-0.211138	-0.071588	0.606389
0.945683	0.019652	0.017315	1.301248
0.316018	0.086582	0.080120	-0.474245
0.677455	1.260898	0.528816	1.282676
0.964722	1.547860	0.237841	-0.022605
0.302020	0.585193	1.268135	0.886386
0.038529	0.543707	-0.158134	0.348944
0.691180	0.971790	1.029676	1.344519
0.410658	1.282150	0.806662	0.431890
0.264058	1.199548	-0.253843	1.175669
0.654784	0.202668	-0.111073	0.544840
0.045455	-0.430474	0.775287	-0.245173
0.480246	1.032538	0.754913	0.661384
0.494990	1.299468	1.256378	0.487209
-0.009826	0.039778	-0.540583	0.340262
0.693150	0.356275	0.103332	0.095609
0.452230	0.616079	0.629940	1.222176
0.602372	0.729669	1.265129	0.492455
0.110132	-0.044697	0.649424	-0.178332
0.869791	0.631557	0.846940	0.922097
1.660709	0.576721	0.434754	0.861798
-0.194660	1.102570	1.096476	1.117225
0.487829	0.272346	-0.452668	0.102686
0.714457	0.313347	-0.509947	-0.512854
0.875631	0.589224	0.914543	1.784945
0.983472	1.747504	1.286186	0.190233
0.809396	0.369148	0.079718	1.178149
0.472120	0.247900	-0.451337	0.525102
1.182522	0.671406	1.728467	0.645555
1.612871	0.650693	0.241603	0.866524
0.792722	0.897320	-0.037729	-0.023097
-0.138578	-0.060197	0.872477	0.093609
0.114594	-0.380447	0.225554	-0.313835
0.929257	1.522034	1.047586	0.860691
0.460533	0.638741	0.184104	-0.154621
0.512146	0.679813	0.191703	1.396840
-0.176097	0.087020	0.505287	-0.096317
1.348199	0.846146	0.144012	0.683266
-0.444191	-0.217043	-0.604131	-0.070488
0.274521	1.043685	0.394629	0.027053
1.155418	1.577890	1.500130	1.349122
1.312803	0.908707	1.275416	0.625135
0.387273	0.495189	0.605431	0.537246
0.157106	0.161911	-0.256793	-0.007896
-0.207100	0.389156	-0.690827	0.054334
